prob,label
5.507858531927923e-06,0
5.826061169500463e-06,0
5.563028025790118e-06,0
0.9999651908874512,1
5.684234110958641e-06,0
0.9999558925628662,1
5.4251777328317985e-06,0
8.109352165774908e-06,0
5.474708814290352e-06,0
6.787855909351492e-06,0
5.591627996182069e-06,0
0.9999586343765259,1
5.698269887943752e-06,0
5.43854184797965e-06,0
0.9999548196792603,1
5.519289516087156e-06,0
0.9999648332595825,1
5.424489245342556e-06,0
5.658861937263282e-06,0
0.9999622106552124,1
5.6513981689931825e-06,0
0.9999655485153198,1
5.571942438109545e-06,0
5.588972726400243e-06,0
0.999964714050293,1
5.554869403567864e-06,0
0.9999645948410034,1
0.9999635219573975,1
7.064466899464605e-06,0
7.0618266363453586e-06,0
5.4038414418755565e-06,0
5.574700935540022e-06,0
5.489850536832819e-06,0
5.640269591822289e-06,0
0.9999576807022095,1
5.569647328229621e-06,0
0.9999630451202393,1
5.729286385758314e-06,0
0.9999619722366333,1
0.9999616146087646,1
5.465433787321672e-06,0
5.649700597132323e-06,0
5.610794232779881e-06,0
5.537393917620648e-06,0
5.481051175593166e-06,0
5.4827864914841484e-06,0
0.9999641180038452,1
5.673706255038269e-06,0
1.2483216778491624e-05,0
5.480183517647674e-06,0
5.552448783419095e-06,0
5.466450147650903e-06,0
5.745328962802887e-06,0
0.9999644756317139,1
5.503678949025925e-06,0
5.657394467561971e-06,0
5.547251475945814e-06,0
6.717347787343897e-06,0
1.3762096386926714e-05,0
0.999962568283081,1
5.406089258030988e-06,0
0.9999674558639526,1
5.674101430486189e-06,0
5.554938525165198e-06,0
5.411804522736929e-06,0
5.3604799177264795e-06,0
6.05090326644131e-06,0
5.513087671715766e-06,0
5.446769137051888e-06,0
5.417644842964364e-06,0
5.518415946426103e-06,0
5.503227839653846e-06,0
5.47014224139275e-06,0
5.44769363841624e-06,0
5.529573627427453e-06,0
5.9547928685788065e-06,0
0.9999620914459229,1
6.176769147714367e-06,0
5.38805352334748e-06,0
5.5158061513793655e-06,0
5.476552360050846e-06,0
6.8164049480401445e-06,0
5.774656528956257e-06,0
5.624182449537329e-06,0
6.175709131639451e-06,0
5.488771876116516e-06,0
5.564688763115555e-06,0
5.812885774503229e-06,0
5.353771484806202e-06,0
5.471738859341713e-06,0
5.424158189271111e-06,0
5.902922111999942e-06,0
5.522901119547896e-06,0
5.42081306775799e-06,0
5.4541401368624065e-06,0
5.548568879021332e-06,0
5.413745384430513e-06,0
6.828715413575992e-06,0
5.5631608120165765e-06,0
5.414581664808793e-06,0
5.4807796914246865e-06,0
5.400585450843209e-06,0
