score,true
0.00039197865407913923,0
0.0005233741831034422,0
0.9990479350090027,1
0.00030070406501181424,0
0.00046511352411471307,0
0.0003162098291795701,0
0.00029961293330416083,0
0.000335570948664099,0
0.00033607441582717,0
0.000820519111584872,0
0.00039959271089173853,0
0.0012520244345068932,0
0.001109981327317655,0
0.0006661586230620742,0
0.00035387263051234186,0
0.0007802370237186551,0
0.00036716487375088036,0
0.00032462921808473766,0
0.0004278799460735172,0
0.9982982277870178,1
0.0003124701033812016,0
0.0003019958094228059,0
0.0003231159644201398,0
0.9986635446548462,1
0.9894004464149475,1
0.0003233350580558181,0
0.0003105785290244967,0
0.9967995882034302,1
0.0012226100079715252,0
0.00033843598794192076,0
0.00030083657475188375,0
0.0006574424915015697,0
0.0007737361011095345,0
0.00049686647253111,0
0.9987581968307495,1
0.9988090991973877,1
0.001223300234414637,0
0.998896598815918,1
0.001170894131064415,0
0.0002853375335689634,0
0.000357477692887187,0
0.00045671715633943677,0
0.9984123706817627,1
0.00046895575360395014,0
0.0004253281222190708,0
0.0005561700090765953,0
0.9976589679718018,1
0.0006735633942298591,0
0.9991064667701721,1
0.0003162484208587557,0
0.0003198701306246221,0
0.0002899039536714554,0
0.00031937650055624545,0
0.9983508586883545,1
0.9986391663551331,1
0.005288039334118366,0
0.00033603134215809405,0
0.0003348785685375333,0
0.0004890070995315909,0
0.0013319688150659204,0
0.0005558218108490109,0
0.00035383491194806993,0
0.9988545179367065,1
0.00034192786552011967,0
0.004638365935534239,0
0.0003480195300653577,0
0.9985747337341309,1
0.0006688896683044732,0
0.0008614384569227695,0
0.9988492727279663,1
0.0003554787836037576,0
0.0010047442046925426,0
0.9977129697799683,1
0.00029742741025984287,0
0.0003822406870312989,0
0.000262057117652148,0
0.0004070452705491334,0
0.9988489151000977,1
0.00043929065577685833,0
0.00034698619856499135,0
0.9988686442375183,1
0.0028931607957929373,0
0.0003522575425449759,0
0.9986613988876343,1
0.9987936019897461,1
0.004676370415836573,0
0.9990563988685608,1
0.0010190411703661084,0
0.00031376417609862983,0
0.00043550223927013576,0
0.9987485408782959,1
0.0010193450143560767,0
0.0003090125974267721,0
0.00029884863761253655,0
0.0004087919951416552,0
0.0003173532313667238,0
0.9979289770126343,1
0.9989098310470581,1
0.0007402832852676511,0
0.0004972658352926373,0
0.9986937642097473,1
0.0002748047118075192,0
0.9988632202148438,1
0.00028350495267659426,0
0.00037175274337641895,0
0.00045503690489567816,0
0.00044225744204595685,0
0.9986244440078735,1
0.0006201450596563518,0
0.00036340567748993635,0
0.9987517595291138,1
0.998688280582428,1
0.0008283380302600563,0
0.0007443288923241198,0
0.0006154454895295203,0
0.00028783100424334407,0
0.0002798238710965961,0
0.0011634895345196128,0
0.0003546217340044677,0
0.0005196626298129559,0
0.0003526319924276322,0
0.00033910112688317895,0
0.0005052698543295264,0
0.00027349236188456416,0
0.001113329897634685,0
0.9979963898658752,1
0.001814422314055264,0
0.0007070194697007537,0
0.00030703298398293555,0
0.0007179524400271475,0
0.00032926633139140904,0
0.9990181922912598,1
0.9989511966705322,1
0.00033286851248703897,0
0.000312589923851192,0
0.00039246355299837887,0
0.00030773659818805754,0
0.0003208560519851744,0
0.0008440092206001282,0
0.9987469911575317,1
0.9984732270240784,1
0.00034015101846307516,0
0.0013212672201916575,0
0.0004573841579258442,0
0.00040627227281220257,0
0.0002590646327007562,0
0.000534784107003361,0
0.0008813680615276098,0
0.00036498127155937254,0
0.9985061287879944,1
0.9985970854759216,1
0.0005178316496312618,0
0.0006977621233090758,0
0.00044744080514647067,0
0.000301927822874859,0
0.9988738894462585,1
0.0006743181147612631,0
0.0003208560519851744,0
0.00054557976545766,0
0.9988881945610046,1
0.0006849918281659484,0
0.0004457382019609213,0
0.9986646175384521,1
0.0003081235336139798,0
0.0005138376727700233,0
0.00032691354863345623,0
0.9989006519317627,1
0.0005697300075553358,0
0.0008404955733567476,0
0.9986072182655334,1
0.99866783618927,1
0.9983999133110046,1
0.0004124047700315714,0
0.9989107847213745,1
0.0005658266600221395,0
0.9987961053848267,1
0.9986323714256287,1
0.0004328897048253566,0
0.9988911747932434,1
0.0006361724226735532,0
0.0006278147920966148,0
0.9989098310470581,1
0.9981665015220642,1
0.0004976708441972733,0
0.00038291217060759664,0
0.9989773035049438,1
0.0003495657001622021,0
0.0005002052057534456,0
0.9981098175048828,1
0.0002866960421670228,0
0.0003353681822773069,0
0.998792290687561,1
0.9987149238586426,1
0.001650568563491106,0
0.00029101219843141735,0
0.00045603979378938675,0
0.0004645534500014037,0
0.00028715451480820775,0
0.00034050040994770825,0
0.00036954364622943103,0
0.0003316252550575882,0
0.00029871135484427214,0
0.0011068444000557065,0
0.000554312951862812,0
0.0004656192322727293,0
0.9988947510719299,1
0.00035913370084017515,0
0.0011423222022131085,0
0.0009174476726911962,0
0.000326191249769181,0
0.0018258837517350912,0
0.00036930589703843,0
0.0003017695853486657,0
0.00034342732396908104,0
0.9975499510765076,1
0.0003448252391535789,0
0.00046234592446126044,0
0.9986311793327332,1
0.00032585090957581997,0
0.00032397094764746726,0
0.0005654894048348069,0
0.00043946909136138856,0
0.9983236193656921,1
0.00039201354957185686,0
0.0002886411384679377,0
0.9790552258491516,1
0.00034425503690727055,0
0.0005730406264774501,0
0.00029988298774696887,0
0.0003340323455631733,0
0.00031795649556443095,0
0.9989159107208252,1
0.0003779483668040484,0
0.00037368107587099075,0
0.0003023060562554747,0
0.0005734198493883014,0
0.00030112435342743993,0
0.00041741481982171535,0
0.9985893368721008,1
0.0010505359387025237,0
0.00036529143108054996,0
0.0005226104985922575,0
0.0003851839283015579,0
0.9969900846481323,1
0.9980917572975159,1
0.0011495311046019197,0
0.9975780844688416,1
0.0005847716820426285,0
0.0003618569462560117,0
0.0006247906130738556,0
0.0003348926256876439,0
0.0003231914306525141,0
0.0006147314561530948,0
0.9891781806945801,1
0.00045433282502926886,0
0.0004572978359647095,0
0.9986924529075623,1
0.0013620314421132207,0
0.0005658266600221395,0
0.00034234972554259,0
0.0018215628806501627,0
0.9988584518432617,1
0.00041998279630206525,0
0.00027796736685559154,0
0.00033466858440078795,0
0.0005874231574125588,0
0.000343780149705708,0
0.0003113659331575036,0
0.9988728165626526,1
0.0003155178274028003,0
0.0009633334702812135,0
0.9989720582962036,1
0.00032336986623704433,0
0.9988683462142944,1
0.00031386621412821114,0
0.0005595360416918993,0
0.000285228161374107,0
0.0003428653290029615,0
0.9988045692443848,1
0.998441755771637,1
0.00047130827442742884,0
0.0006804942968301475,0
0.9988464117050171,1
0.0002971751382574439,0
0.00031294862856157124,0
0.002214510226622224,0
0.0010616695508360863,0
0.004676453303545713,0
0.0003798418038059026,0
0.0006465956685133278,0
0.00041431686258874834,0
0.00038545168354175985,0
0.0005002052057534456,0
0.00032144729630090296,0
0.00030830161995254457,0
0.00030194970895536244,0
0.9988742470741272,1
0.9975837469100952,1
0.9985748529434204,1
0.0004151194298174232,0
0.0003445120819378644,0
0.998738706111908,1
0.00030273059383034706,0
0.0003630293649621308,0
0.00043866861960850656,0
0.0013346633641049266,0
0.0003054823027923703,0
0.001185441273264587,0
0.0006292070029303432,0
0.0002954068186227232,0
0.9990768432617188,1
0.0004986475687474012,0
0.0004792284744326025,0
0.0025625864509493113,0
0.0006351140327751637,0
0.0004901704960502684,0
0.0003253787581343204,0
0.00028133095474913716,0
0.00036656856536865234,0
0.0003572027781046927,0
0.000500204972922802,0
