score,true
0.00010366641799919307,0
0.00047334731789305806,0
0.0027516467962414026,0
5.2454270189628005e-05,0
0.00028614059556275606,0
0.00023503183911088854,0
0.000585894682444632,0
0.9956247210502625,1
0.9986162185668945,1
0.00017186840705107898,0
0.0033004104625433683,0
0.9852516651153564,1
0.00013353418034967035,0
0.0003745394933503121,0
0.00013824866618961096,0
0.0003173943841829896,0
0.0017946049338206649,0
0.0004534627078101039,0
0.0005014748312532902,0
7.75858061388135e-05,0
0.0003876009723171592,0
0.00020036028581671417,0
0.002290132688358426,0
0.00017617037519812584,0
7.142296090023592e-05,0
0.9545086026191711,1
0.0014301321934908628,0
0.0001190066832350567,0
8.333464938914403e-05,0
0.00042167253559455276,0
8.006043935893103e-05,0
0.00025777058908715844,0
0.00011461903341114521,0
0.00012218111078254879,0
0.005178126040846109,0
9.852426592260599e-05,0
0.00010041385394288227,0
0.000328726222505793,0
0.0007216212688945234,0
0.00015167088713496923,0
8.937174425227568e-05,0
0.0007563348626717925,0
0.001957197906449437,0
0.006920656189322472,0
0.000102782498288434,0
0.00012967658403795213,0
0.0005196213023737073,0
0.0005711631965823472,0
0.0006366910529322922,0
0.001164312707260251,0
0.00012404529843479395,0
0.0002367257693549618,0
9.462525486014783e-05,0
7.658989488845691e-05,0
0.00011398839706089348,0
0.00019531570433173329,0
0.00014057928638067096,0
0.0003301631077192724,0
0.00020196317927911878,0
0.000544827722478658,0
0.00030753863393329084,0
0.0009136334410868585,0
0.0011943847639486194,0
0.0010315694380551577,0
0.0028351908549666405,0
0.00012159127072663978,0
0.00028553346055559814,0
0.0002401979436399415,0
5.970152415102348e-05,0
0.0018108885269612074,0
0.0004591945034917444,0
0.0016044734511524439,0
0.0015417279209941626,0
0.0007782410830259323,0
0.00016724798479117453,0
0.0005022519617341459,0
8.226338104577735e-05,0
0.00021834237850271165,0
0.0011175323743373156,0
8.142361184582114e-05,0
0.009001484140753746,0
0.080015167593956,0
0.9974910020828247,1
7.237681711558253e-05,0
0.0004629946197383106,0
0.0003167849499732256,0
0.997674286365509,1
0.0001209425536217168,0
0.9970725774765015,1
0.0012064138427376747,0
0.00015814462676644325,0
0.0011169890640303493,0
0.00018993297999259084,0
0.003519246820360422,0
6.640873471042141e-05,0
0.0003598150215111673,0
0.0031353109516203403,0
0.0051766084507107735,0
7.329375512199476e-05,0
5.7783308875514194e-05,0
5.6783450418151915e-05,0
0.00011503600399009883,0
0.00040498306043446064,0
0.0017137593822553754,0
0.00015928618086036295,0
0.00034080049954354763,0
0.00010165522689931095,0
0.0004854393773712218,0
0.00019586006237659603,0
0.9958926439285278,1
0.00023816924658603966,0
0.0001808428205549717,0
0.9965369701385498,1
0.0001435913727618754,0
9.435764513909817e-05,0
0.0003235959156882018,0
0.000315142358886078,0
7.381504838122055e-05,0
0.008863736875355244,0
6.092902913223952e-05,0
7.28469094610773e-05,0
6.256182678043842e-05,0
0.9914581179618835,1
0.0010651438497006893,0
0.0001231818023370579,0
7.418241875711828e-05,0
7.754039688734338e-05,0
0.00021028451737947762,0
9.184435475617647e-05,0
0.00016942800721153617,0
0.0005783218657597899,0
0.0001057630724972114,0
0.933588445186615,1
0.001034401822835207,0
9.428038902115077e-05,0
0.00018302506941836327,0
8.555975364288315e-05,0
8.626562339486554e-05,0
0.00011226288916077465,0
6.489783845609054e-05,0
0.00014301731425803155,0
0.9957519769668579,1
0.0020791050046682358,0
0.0002727816754486412,0
0.0002595177502371371,0
0.0001175825746031478,0
0.002525257645174861,0
0.0003364241565577686,0
0.000446305115474388,0
0.000638526224065572,0
0.0003233248717151582,0
0.00011236923455726355,0
0.0002223421324742958,0
0.00020437221974134445,0
0.007956083863973618,0
0.00012792802590411156,0
0.0009597642347216606,0
0.00010507347178645432,0
0.0001041194555000402,0
0.00031050745747052133,0
0.00014163092419039458,0
0.0001746993511915207,0
0.00039550280780531466,0
0.00011190099758096039,0
0.00012213100853841752,0
0.009788108058273792,0
0.00030952561064623296,0
0.00017931038746610284,0
0.9895461201667786,1
0.00020815776952076703,0
0.0006857122061774135,0
0.0005226687644608319,0
0.00019908002286683768,0
0.0002483501157257706,0
0.00041297872667200863,0
9.073644469026476e-05,0
0.0021498536225408316,0
5.3792009566677734e-05,0
0.0002970836649183184,0
8.399540092796087e-05,0
0.00013412145199254155,0
