prob,label
4.2914953723993676e-07,0
8.582436983317621e-10,0
0.9099023342132568,1
8.476130020085293e-09,0
4.053465119113753e-08,0
1.0059217903091167e-09,0
5.876623845324502e-07,0
3.344566568141971e-10,0
3.2254683901555836e-06,0
0.0005248539382591844,0
1.7340978430979703e-08,0
1.4362192359840265e-06,0
2.947088887594873e-06,0
8.945156150730327e-05,0
1.1089257156982057e-07,0
5.177235834707972e-06,0
1.3308474322570873e-08,0
7.835461168781421e-09,0
6.88433132722821e-09,0
0.9999982118606567,1
7.91386423060203e-09,0
3.034319107086958e-08,0
1.1815599165743151e-08,0
0.9999816417694092,1
0.8597724437713623,1
1.8878321128568132e-08,0
3.092094758017083e-08,0
0.9999872446060181,1
9.021064784064947e-07,0
5.355863663680793e-07,0
1.2945648997231274e-08,0
1.521642758461894e-07,0
3.326324531371938e-07,0
7.029748303466477e-07,0
0.9999997615814209,1
0.9999991655349731,1
2.4810483409964945e-06,0
0.9738771915435791,1
1.5254333902703365e-06,0
2.0113457566139914e-09,0
4.2457596549638765e-08,0
1.032202163742113e-07,0
0.9999997615814209,1
2.33217534173491e-08,0
5.976286502118455e-06,0
2.838062016508047e-07,0
0.9999756813049316,1
0.9432023763656616,0
1.0,1
7.519453504301055e-09,0
1.5374708173254703e-09,0
2.1558463347837176e-10,0
1.092622614606853e-08,0
0.9999961853027344,1
0.9999988079071045,1
3.0016377422725782e-05,0
3.050427821449375e-08,0
1.5711542289409408e-08,0
5.038959898229223e-07,0
0.0013054133160039783,0
1.0699233854438717e-07,0
3.678295446007951e-09,0
0.9999603033065796,1
4.531782060723799e-09,0
0.00035853026201948524,0
1.5757370519509095e-08,0
1.0,1
5.861847057531122e-06,0
0.0027239590417593718,0
0.9999972581863403,1
1.671512528389485e-08,0
0.00035618653055280447,0
0.999995231628418,1
5.075432962797777e-09,0
3.961840633337488e-08,0
8.129735218354028e-10,0
4.850113910492837e-08,0
0.9864057898521423,1
1.6377761369312793e-08,0
1.74728516100231e-08,0
0.9999998807907104,1
0.00015563842316623777,0
5.071600472916771e-09,0
0.9999817609786987,1
0.9540889859199524,1
0.0011058293748646975,0
0.9999992847442627,1
1.3550984476751182e-05,0
1.75563263926648e-09,0
2.3744462396280142e-07,0
0.9999990463256836,1
1.7926918189914431e-06,0
7.563468962246134e-09,0
3.913145363299009e-08,0
1.5013320364687388e-08,0
2.465087156622303e-08,0
0.9998868703842163,1
0.9999996423721313,1
5.699714529328048e-05,0
3.662161418560572e-08,0
0.9999591112136841,1
5.702596728163201e-10,0
0.7125227451324463,1
1.0132952255048622e-09,0
1.4766801825771836e-07,0
7.97281813902373e-08,0
6.355514869937906e-08,0
0.9999998807907104,1
1.5494479157496244e-05,0
1.3290820000122494e-08,0
0.9999998807907104,1
1.0,1
5.44075533071009e-07,0
8.398930440023378e-09,0
3.760150093512493e-06,0
1.4094297284827917e-08,0
6.817633679823132e-10,0
3.827233740594238e-05,0
4.1748653423212545e-09,0
3.148645788542126e-08,0
4.1716276655279216e-08,0
2.5258948710416007e-08,0
3.1472165318291445e-08,0
1.639270053033215e-08,0
4.57682108390145e-06,0
0.9999024868011475,1
0.0012611751444637775,0
6.226967741440603e-08,0
1.6542063552282826e-10,0
3.0455121757810844e-10,0
8.018872676984756e-09,0
0.99781334400177,1
0.9999996423721313,1
1.6043188679759623e-06,0
5.280145032315886e-08,0
