prob,label
5.0804734200937673e-05,0
0.00017835597100201994,0
0.001427388982847333,0
1.526927007944323e-05,0
0.00086145696695894,0
0.08326472342014313,0
0.0006182683282531798,0
0.9998219609260559,1
0.9999957084655762,1
0.0004796434659510851,0
0.007567611988633871,0
0.9980042576789856,1
1.9705412341863848e-05,0
0.0008050251635722816,0
2.386167034273967e-05,0
4.107597123947926e-05,0
0.3900028169155121,0
5.604567559203133e-05,0
8.659175364300609e-05,0
2.194172702729702e-05,0
5.093061554362066e-05,0
2.3061556930770166e-05,0
0.022224459797143936,0
0.0002638179576024413,0
1.7245480194105767e-05,0
0.9883649349212646,1
0.06644510477781296,0
0.0001520617224741727,0
1.870622145361267e-05,0
0.0018863758305087686,0
1.2858265108661726e-05,0
7.219682447612286e-05,0
0.0031049821991473436,0
0.00013655098155140877,0
0.02367880754172802,0
3.803953586611897e-05,0
4.0737908420851454e-05,0
0.005052329506725073,0
0.005737830884754658,0
0.0005282688653096557,0
1.602588417881634e-05,0
0.4418966770172119,0
0.00288655748590827,0
0.48796346783638,0
2.3138483811635524e-05,0
0.0014217211864888668,0
0.0016749686328694224,0
0.00012050695659127086,0
4.755912596010603e-05,0
0.001179091865196824,0
1.3032147762714885e-05,0
7.781565727782436e-06,0
3.627075784606859e-05,0
5.189433431951329e-05,0
0.00012140659237047657,0
0.00014596218534279615,0
6.40298385405913e-05,0
0.0014223095495253801,0
0.012487535364925861,0
0.0006571678095497191,0
0.00026606477331370115,0
0.007926852442324162,0
0.0973520278930664,0
0.00034261582186445594,0
0.007815415039658546,0
0.012340040877461433,0
0.29605597257614136,0
0.0027080432046204805,0
7.38366725272499e-06,0
0.004218611866235733,0
0.04421485960483551,0
0.2151855230331421,0
0.0001596282672835514,0
0.022150781005620956,0
0.0001785976201063022,0
0.00046174254384823143,0
2.4193645003833808e-05,0
0.0010762530146166682,0
0.0016328839119523764,0
3.5410070267971605e-05,0
0.007380385417491198,0
0.9655731320381165,0
0.9998594522476196,1
2.664351814019028e-05,0
0.003913817927241325,0
0.0003824608284048736,0
0.9999867677688599,1
5.575998511631042e-05,0
0.9996095299720764,1
0.005285358987748623,0
0.0005609149811789393,0
0.0014734587166458368,0
0.0009608768159523606,0
0.006484327372163534,0
1.4613839994126465e-05,0
6.122828199295327e-05,0
0.011706743389368057,0
0.001964760711416602,0
0.0027587595395743847,0
1.5981502656359226e-05,0
0.00010141385428141803,0
3.305393329355866e-05,0
0.00210173218511045,0
0.016171326860785484,0
0.0003331990446895361,0
0.0008020225795917213,0
9.295065865444485e-06,0
0.19966521859169006,0
0.00015013529628049582,0
0.9540520906448364,1
0.00012532126856967807,0
4.723036545328796e-05,0
0.9727622866630554,1
0.005823989398777485,0
0.0003343496355228126,0
0.00014398623898159713,0
0.010490814223885536,0
6.383279105648398e-05,0
0.5475122332572937,0
8.408130815951154e-05,0
9.570478141540661e-05,0
1.0772315363283269e-05,0
0.9993847608566284,1
0.010612381622195244,0
0.0012118222657591105,0
1.1755693776649423e-05,0
1.2532171240309253e-05,0
0.0014080583350732923,0
5.268618042464368e-05,0
3.273084439570084e-05,0
0.008897203020751476,0
0.0016572894528508186,0
0.9943431615829468,1
0.021101491525769234,0
0.00013381165626924485,0
0.002928138943389058,0
0.00016306898032780737,0
2.3239523216034286e-05,0
0.00019160752708557993,0
3.497436046018265e-05,0
0.0008459359523840249,0
0.9996963739395142,1
0.004787329584360123,0
0.00022062761127017438,0
0.09348539263010025,0
0.001109311357140541,0
0.26404598355293274,0
0.0007946657133288682,0
0.003393130376935005,0
0.06006605178117752,0
0.0001094295657821931,0
0.00015343404083978385,0
0.00521077448502183,0
0.00018300588999409229,0
0.05543774738907814,0
0.0027994902338832617,0
0.0006048234645277262,0
0.00018272794841323048,0
0.0030493305530399084,0
0.01795171946287155,0
6.243380630621687e-05,0
4.12932422477752e-05,0
0.013261744752526283,0
7.395498687401414e-05,0
