prob,label
9.381162089994177e-05,0
9.1689289547503e-05,0
8.889728633221239e-05,0
9.250859875464812e-05,0
9.109763050219044e-05,0
8.801852527540177e-05,0
9.086078352993354e-05,0
9.109623351832852e-05,0
8.927344606490806e-05,0
9.140844485955313e-05,0
9.343665442429483e-05,0
8.842552051646635e-05,0
9.033326205099002e-05,0
8.700327452970669e-05,0
8.924280700739473e-05,0
8.642502507427707e-05,0
9.131157275987789e-05,0
0.9997914433479309,1
0.999796450138092,1
0.00010133961768588051,0
9.108529047807679e-05,0
8.926732698455453e-05,0
9.17807046789676e-05,0
9.495952690485865e-05,0
8.998541306937113e-05,0
9.283688996220008e-05,0
9.126526128966361e-05,0
9.358860552310944e-05,0
8.684313070261851e-05,0
8.786338003119454e-05,0
8.792136941337958e-05,0
8.859467197908089e-05,0
9.431032958673313e-05,0
9.553162817610428e-05,0
0.00010325757466489449,0
9.333639172837138e-05,0
8.781361975707114e-05,0
8.856594649842009e-05,0
9.757173393154517e-05,0
0.9998103976249695,1
8.783958037383854e-05,0
9.377173410030082e-05,0
0.00010006828961195424,0
8.986313332570717e-05,0
9.102311742026359e-05,0
8.884780982043594e-05,0
0.9998041987419128,1
9.017662523547187e-05,0
0.9998038411140442,1
8.837646601023152e-05,0
8.665287168696523e-05,0
8.847005665302277e-05,0
9.050984954228625e-05,0
0.9998051524162292,1
9.530624811304733e-05,0
0.999812662601471,1
9.222963853972033e-05,0
9.536343713989481e-05,0
9.130311809713021e-05,0
8.815475302981213e-05,0
0.9998006224632263,1
9.079346637008712e-05,0
9.498072176938877e-05,0
8.713936404092237e-05,0
8.879129745764658e-05,0
8.967036410467699e-05,0
8.810550934867933e-05,0
9.246960689779371e-05,0
8.929652540246025e-05,0
9.153518476523459e-05,0
9.290057641919702e-05,0
0.00011462537077022716,0
8.963839354692027e-05,0
8.70560688781552e-05,0
9.404342563357204e-05,0
8.979340782389045e-05,0
9.262494131689891e-05,0
9.514897828921676e-05,0
8.861672540660948e-05,0
9.129284444497898e-05,0
8.839246584102511e-05,0
9.744592534843832e-05,0
8.864401024766266e-05,0
9.566006337990984e-05,0
0.00010410566756036133,0
8.904500282369554e-05,0
9.232827869709581e-05,0
8.957106183515862e-05,0
8.782383520156145e-05,0
9.306930587626994e-05,0
9.06369969015941e-05,0
8.796615293249488e-05,0
9.715357737150043e-05,0
9.075790148926899e-05,0
8.921643893700093e-05,0
0.9998134970664978,1
9.768196468940005e-05,0
0.9998088479042053,1
0.9997885823249817,1
9.243012027582154e-05,0
8.829390571918339e-05,0
9.176503226626664e-05,0
9.202644287142903e-05,0
0.999813973903656,1
0.00010882279457291588,0
8.893493941286579e-05,0
9.254707401851192e-05,0
9.029510692926124e-05,0
