score,true
4.791551873495337e-06,0
0.9999845027923584,1
0.999803364276886,1
1.054142921930179e-05,0
5.4821175581309944e-06,0
2.092642171191983e-05,0
6.352839591272641e-06,0
1.7332040442852303e-05,0
5.520721060747746e-06,0
0.9999855756759644,1
5.5535879255330656e-06,0
8.036834515223745e-06,0
0.9999139308929443,1
7.277956228790572e-06,0
1.2582154340634588e-05,0
6.862355348857818e-06,0
1.6858823073562235e-05,0
0.9999022483825684,1
7.956781701068394e-06,0
1.9693257854669355e-05,0
0.9999833106994629,1
5.4386196097766515e-06,0
6.471912911365507e-06,0
0.999983549118042,1
0.9999760389328003,1
6.159710210340563e-06,0
6.41267433820758e-06,0
8.356687430932652e-06,0
1.0237832611892372e-05,0
0.9999719858169556,1
7.426349384331843e-06,0
6.329164989438141e-06,0
5.848423370480305e-06,0
5.204829449212411e-06,0
6.043918801879045e-06,0
6.001880592521047e-06,0
0.9999858140945435,1
9.898229109239765e-06,0
8.178005373338237e-06,0
5.932849944656482e-06,0
6.773777840862749e-06,0
8.82232779986225e-06,0
6.865222530905157e-06,0
1.1509658179420512e-05,0
1.4061482943361625e-05,0
7.362909855146427e-06,0
4.633492153516272e-06,0
5.9936323850706685e-06,0
4.9776630476117134e-05,0
6.216048404894536e-06,0
6.458848019974539e-06,0
5.151654931978555e-06,0
6.616384780500084e-06,0
5.28500913787866e-06,0
0.9999756813049316,1
5.814488304167753e-06,0
5.400858299253741e-06,0
0.9999842643737793,1
5.29315002495423e-06,0
0.00021153895067982376,0
0.9999785423278809,1
1.6612561012152582e-05,0
7.754289072181564e-06,0
8.111301212920807e-06,0
8.307930329465307e-06,0
6.076196314097615e-06,0
6.074666998756584e-06,0
7.407167686324101e-06,0
0.9998877048492432,1
6.250264505069936e-06,0
6.898819265188649e-06,0
1.7989454136113636e-05,0
6.312906407401897e-06,0
0.9999812841415405,1
7.787579306750558e-06,0
6.557962478836998e-06,0
6.554786523338407e-06,0
0.05373717471957207,0
7.443082722602412e-06,0
5.796710411232198e-06,0
6.381621460604947e-06,0
4.920805167785147e-06,0
5.4391284720622934e-06,0
0.9999650716781616,1
6.950037004571641e-06,0
7.125429874577094e-06,0
5.193668130232254e-06,0
1.5493813407374546e-05,0
4.762286607729038e-06,0
1.0210199434368405e-05,0
8.960454579209909e-06,0
0.9999854564666748,1
5.85170937483781e-06,0
1.0678234502847772e-05,0
7.268502031365642e-06,0
8.012903890630696e-06,0
1.0782603567349724e-05,0
9.04196895135101e-06,0
8.799724128039088e-06,0
0.9999780654907227,1
9.548587513563689e-06,0
5.274063369142823e-06,0
8.637460268801078e-06,0
7.09465894033201e-06,0
6.210934770933818e-06,0
5.0813810048566666e-06,0
9.201892680721357e-06,0
1.038636764860712e-05,0
7.756219019938726e-06,0
5.060412604507292e-06,0
6.588874384760857e-06,0
0.9999854564666748,1
5.761702141171554e-06,0
0.9999769926071167,1
5.759010036854306e-06,0
6.910553111083573e-06,0
9.270189366361592e-06,0
7.426873708027415e-06,0
3.9133039535954595e-05,0
9.238769962394144e-06,0
0.9999791383743286,1
0.9999858140945435,1
7.83385712566087e-06,0
1.0739141544036102e-05,0
9.081564348889515e-05,0
3.2234547688858584e-05,0
4.690462446887977e-06,0
0.9999853372573853,1
6.500911240436835e-06,0
6.77422985972953e-06,0
7.325370461330749e-06,0
0.9999794960021973,1
0.999962568283081,1
2.874467463698238e-05,0
5.602982128039002e-06,0
5.244321073405445e-06,0
6.296942956396379e-06,0
0.05898657813668251,1
9.287320608564187e-06,0
5.189662715565646e-06,0
5.186431735637598e-06,0
6.6679722294793464e-06,0
2.03900763153797e-05,0
5.197895006858744e-06,0
4.713654561783187e-06,0
4.916175839753123e-06,0
5.063830485596554e-06,0
6.002549980621552e-06,0
0.9997120499610901,1
5.266232619760558e-06,0
6.083630069042556e-06,0
9.618017429602332e-06,0
7.858760909584817e-06,0
8.083376997092273e-06,0
5.827583663631231e-06,0
6.10013512414298e-06,0
8.167871783371083e-06,0
5.971392965875566e-06,0
4.99940188092296e-06,0
5.952708761469694e-06,0
0.9999651908874512,1
0.9999860525131226,1
8.059568244789261e-06,0
6.426461368391756e-06,0
7.451491455867654e-06,0
0.005567439831793308,0
6.227695848792791e-06,0
0.9999798536300659,1
0.9999840259552002,1
6.2238782447820995e-06,0
5.0910339268739335e-06,0
2.9441471269819885e-05,0
6.815625056333374e-06,0
0.01630396954715252,0
8.733634786040056e-06,0
8.291822268802207e-06,0
9.253653843188658e-06,0
5.437852450995706e-06,0
7.744614777038805e-06,0
0.9999713897705078,1
0.999984622001648,1
5.645655619446188e-06,0
6.1372352320177015e-06,0
6.908932391525013e-06,0
0.9999696016311646,1
7.581816589663504e-06,0
1.5074967450345866e-05,0
5.919749128224794e-06,0
1.0376635145803448e-05,0
0.9999773502349854,1
0.016620339825749397,0
8.227609214372933e-06,0
0.00011151582293678075,0
6.1179453041404486e-06,0
6.124092578829732e-06,0
6.667133220616961e-06,0
4.718764103017747e-06,0
0.9999721050262451,1
9.629858141124714e-06,0
7.246326276799664e-06,0
6.7355135797697585e-06,0
0.9999772310256958,1
0.9999856948852539,1
5.813883944938425e-06,0
0.9999822378158569,1
5.548928584175883e-06,0
7.933708729979116e-06,0
6.152071819087723e-06,0
0.9999856948852539,1
6.0612064771703444e-06,0
6.905164354975568e-06,0
0.9999581575393677,1
7.512856882385677e-06,0
5.12488941240008e-06,0
6.004330316500273e-06,0
5.52057417735341e-06,0
0.9999840259552002,1
5.479932951857336e-06,0
5.2703321671287995e-06,0
5.115884960105177e-06,0
7.485351034119958e-06,0
6.9019383772683796e-06,0
0.999984622001648,1
6.885305538162356e-06,0
1.0339699656469747e-05,0
5.2648765631602146e-06,0
5.735759259550832e-06,0
0.999984860420227,1
0.9998475313186646,1
7.735180588497315e-06,0
5.7437564464635216e-06,0
4.812709903490031e-06,0
6.464473244705005e-06,0
7.550256668764632e-06,0
5.331892225513002e-06,0
7.76331580709666e-06,0
6.661794486717554e-06,0
6.091629984439351e-06,0
7.338809155044146e-06,0
5.49389869775041e-06,0
5.9139824770682026e-06,0
6.941942046978511e-06,0
4.923020696878666e-06,0
6.2299059209181e-06,0
3.0507842893712223e-05,0
0.9999115467071533,1
7.873922186263371e-06,0
0.9999666213989258,1
1.0279382877342869e-05,0
8.734192306292243e-06,0
5.198346116230823e-06,0
2.124432648997754e-05,0
0.00018938396533485502,0
0.9999796152114868,1
5.0160265345766675e-06,0
0.0027628594543784857,0
7.596632258355385e-06,0
5.914642315474339e-06,0
6.253311312320875e-06,0
6.166063485579798e-06,0
1.5134934983507264e-05,0
5.0543694669613615e-06,0
5.067753136245301e-06,0
1.4769260815228336e-05,0
0.0025822303723543882,0
6.186337031977018e-06,0
0.9999738931655884,1
0.9999812841415405,1
5.920833245909307e-06,0
6.29169062449364e-06,0
0.9999819993972778,1
5.013998361391714e-06,0
5.390479145717109e-06,0
0.999983549118042,1
6.720871624565916e-06,0
5.257440534478519e-06,0
5.645036253554281e-06,0
0.999969482421875,1
4.868139967584284e-06,0
1.1819737665064167e-05,0
7.855605872464366e-06,0
0.0005614723195321858,0
0.9999786615371704,1
6.389087502611801e-06,0
6.362480235111434e-06,0
5.61955539524206e-06,0
1.3575948287325446e-05,0
5.270000656310003e-06,0
0.9999788999557495,1
7.964434189489111e-06,0
0.9999810457229614,1
9.757300176715944e-06,0
1.042302119458327e-05,0
6.17343630437972e-06,0
6.304291218839353e-06,0
5.159909960639197e-06,0
2.1223953808657825e-05,0
8.39773565530777e-06,0
6.5665612964949105e-06,0
0.9999650716781616,1
7.777573955536354e-06,0
8.107549547275994e-06,0
7.412595095956931e-06,0
0.9999464750289917,1
4.854166945733596e-06,0
8.040015927690547e-06,0
6.231712177395821e-06,0
8.033133781282231e-06,0
0.0015802899142727256,0
6.488685357908253e-06,0
4.865893515670905e-06,0
5.872478141100146e-06,0
2.277782914461568e-05,0
5.1668826017703395e-06,0
1.4841947631794028e-05,0
5.771881205873797e-06,0
0.9999855756759644,1
7.497811566281598e-06,0
8.530214472557418e-06,0
5.65550089959288e-06,0
6.203381417435594e-06,0
0.9999850988388062,1
8.555789463571273e-06,0
0.9997434020042419,1
0.9999839067459106,1
0.9999850988388062,1
0.9999589920043945,1
6.891572411404923e-06,0
6.1092459873179905e-06,0
6.162812496768311e-06,0
0.05225798860192299,0
6.09136304774438e-06,0
0.9999850988388062,1
0.999982476234436,1
1.003595934889745e-05,0
7.0680589487892576e-06,0
1.2650037206185516e-05,0
1.0455495612404775e-05,0
5.10983818458044e-06,0
8.214492481783964e-06,0
9.720038178784307e-06,0
9.791229786060285e-06,0
6.524258424178697e-06,0
7.422610906360205e-06,0
7.4300119194958825e-06,0
1.090679143089801e-05,0
6.160837983770762e-06,0
6.864639999548672e-06,0
5.412847258412512e-06,0
0.001820817356929183,0
5.605280421150383e-06,0
5.624058758257888e-06,0
1.3316696822585072e-05,0
7.433045539073646e-06,0
1.0340744665882085e-05,0
6.077877515053842e-06,0
6.016631687089102e-06,0
0.9999544620513916,1
0.9999834299087524,1
6.18830245002755e-06,0
0.9999845027923584,1
0.9999808073043823,1
7.100649327185238e-06,0
6.961075087019708e-06,0
0.9999854564666748,1
7.6007622737961356e-06,0
0.9999843835830688,1
6.235422006284352e-06,0
1.1228735274926294e-05,0
5.299337772157742e-06,0
6.409275101759704e-06,0
5.651446826959727e-06,0
7.411160368064884e-06,0
2.4395299988100305e-05,0
5.11704593009199e-06,0
8.590381185058504e-06,0
0.00010264606680721045,0
5.358323051041225e-06,0
0.9999732971191406,1
7.293527232832275e-06,0
0.0006134684081189334,0
0.9999783039093018,1
8.720061487110797e-06,0
4.9132326239487156e-05,0
4.550041558104567e-05,0
0.9999843835830688,1
7.81687231210526e-06,0
6.963332452869508e-06,0
6.480695901700528e-06,0
2.5786350306589156e-05,0
1.0470801498740911e-05,0
0.9999823570251465,1
1.0295639185642358e-05,0
5.255791620584205e-06,0
0.9999842643737793,1
5.549696197704179e-06,0
8.251771760114934e-06,0
1.004549631034024e-05,0
8.26058294478571e-06,0
0.9999715089797974,1
2.87606890196912e-05,0
0.9999715089797974,1
2.3029888325254433e-05,0
0.999976634979248,1
5.343340490071569e-06,0
0.999984622001648,1
1.3570331248047296e-05,0
5.290808530844515e-06,0
6.010398010403151e-06,0
2.6854580937651917e-05,0
6.487522114184685e-06,0
7.426944648614153e-06,0
6.4727646531537175e-06,0
7.182596164057031e-06,0
5.461338332679588e-06,0
0.9999847412109375,1
1.037231140799122e-05,0
8.623419489595108e-06,0
7.187893061200157e-06,0
1.0265167475154158e-05,0
8.983180123323109e-06,0
0.9999853372573853,1
1.2529100786196068e-05,0
6.835921521997079e-05,0
2.2860980607219972e-05,0
6.048941486369586e-06,0
7.580392320960527e-06,0
5.126668838784099e-06,0
7.524846296291798e-06,0
0.042852576822042465,0
8.32660953165032e-06,0
7.669411388633307e-06,0
6.105302600190043e-05,0
0.9999831914901733,1
0.9999852180480957,1
5.761251486546826e-06,0
0.4708721935749054,1
0.9999566078186035,1
6.2265498854685575e-06,0
7.298738637473434e-06,0
8.72561849973863e-06,0
6.334037607302889e-06,0
0.0012551185209304094,0
5.493904154718621e-06,0
5.888196938030887e-06,0
1.3787447642243933e-05,0
0.999985933303833,1
5.742546363762813e-06,0
8.300168701680377e-06,0
5.753103778260993e-06,0
4.9264917834079824e-06,0
7.867676686146297e-06,0
6.224697699508397e-06,0
0.9999145269393921,1
6.64378148940159e-06,0
0.9999780654907227,1
6.960895461816108e-06,0
8.53946949064266e-06,0
6.096453489590203e-06,0
7.945248398755211e-06,0
0.0005788570269942284,0
4.368412646726938e-06,0
5.9601961766020395e-06,0
6.518275768030435e-06,0
0.00020431533630471677,0
7.0764426709502e-06,0
6.624648904107744e-06,0
4.1655730456113815e-05,0
6.099558959249407e-06,0
6.8692634158651344e-06,0
6.372754796757363e-06,0
6.635062618443044e-06,0
0.9999740123748779,1
6.02423824602738e-06,0
5.779086222901242e-06,0
5.420265097200172e-06,0
2.0597712136805058e-05,0
5.557900294661522e-06,0
0.9999810457229614,1
5.4905885917833075e-06,0
5.60977787245065e-06,0
0.9999849796295166,1
7.382160674751503e-06,0
6.927617505425587e-06,0
6.038422725396231e-06,0
7.458238542312756e-06,0
4.895692200079793e-06,0
0.9999855756759644,1
1.085652274923632e-05,0
7.903631740191486e-06,0
9.277477147406898e-06,0
0.05492499843239784,0
2.1282487068674527e-05,0
7.320683835132513e-06,0
5.061208867118694e-06,0
0.999984860420227,1
1.8414701116853394e-05,0
6.027542895026272e-06,0
0.9999178647994995,1
6.209341336216312e-06,0
5.967128799966304e-06,0
0.9999854564666748,1
5.073604370409157e-06,0
0.00032882747473195195,0
6.272531209106091e-06,0
