ltable_id,rtable_id,label
0,0,0
1,1,0
2,2,0
3,3,0
4,4,0
5,5,0
6,6,0
7,7,1
8,8,1
9,9,0
10,10,0
11,11,1
12,12,0
13,13,0
14,14,0
15,15,0
16,16,0
17,17,0
18,18,0
19,19,0
20,20,0
21,21,0
22,22,0
23,23,0
24,24,0
25,25,1
26,26,0
27,27,0
28,28,0
29,29,0
30,30,0
31,31,0
32,14,0
33,32,0
34,33,0
35,34,0
36,35,0
37,36,0
38,37,0
39,38,0
40,39,0
41,40,0
42,41,0
43,42,0
44,43,0
45,44,0
46,45,0
18,46,0
47,47,0
48,48,0
49,49,0
50,50,0
51,51,0
52,52,0
53,53,0
54,54,0
55,55,0
56,56,0
57,57,0
58,58,0
59,59,0
60,60,0
61,61,0
62,62,0
63,63,0
64,64,0
65,65,0
66,66,0
67,67,0
68,68,0
69,69,0
70,70,0
71,71,0
72,72,0
73,73,0
74,74,0
75,75,0
76,76,0
77,77,0
78,78,0
79,79,0
80,80,0
81,81,1
30,24,0
82,56,0
62,82,0
83,83,1
84,84,0
85,85,1
86,86,0
87,87,0
88,88,0
89,89,0
90,90,0
30,91,0
91,35,0
92,92,0
93,93,0
94,94,0
95,95,0
96,96,0
97,97,0
98,98,0
99,99,0
100,100,0
101,101,0
102,102,0
5,103,0
103,104,0
104,53,1
105,105,0
106,106,0
107,107,1
108,108,0
9,109,0
109,110,0
110,111,0
53,112,0
111,113,0
112,114,0
113,96,0
52,115,0
114,116,1
115,117,0
116,118,0
117,119,0
118,120,0
119,121,0
53,122,0
120,123,0
121,124,0
122,125,0
123,126,1
124,127,0
125,128,0
126,129,0
19,130,0
14,24,0
127,128,0
128,131,0
129,132,0
130,133,1
131,134,0
132,135,0
133,136,0
134,137,0
85,138,0
135,139,0
136,140,0
85,141,0
137,142,0
138,143,0
139,144,0
140,145,0
141,146,0
142,147,0
143,148,0
144,149,0
145,150,0
146,151,0
147,152,0
148,153,0
149,154,0
150,155,0
151,156,0
152,157,0
153,158,0
154,159,0
155,160,1
156,161,0
157,162,0
132,163,0
158,164,0
159,165,0
160,166,0
161,167,0
162,168,0
52,24,0
163,169,0
164,170,0
131,171,0
165,172,0
41,173,1
166,174,0
80,175,0
167,176,0
168,177,0
169,178,0
107,140,0
170,179,0
171,180,0
172,181,0
173,182,1
78,183,0
112,184,0
174,185,1
22,186,0
175,187,0
176,188,0
177,189,0
53,190,0
178,191,0
179,192,0
180,193,0
181,194,1
182,195,0
162,196,0
183,197,0
103,198,0
184,66,0
185,199,0
186,200,0
187,201,0
95,202,0
188,3,0
189,203,0
190,204,0
53,205,0
191,206,0
128,207,0
192,208,0
193,148,0
194,3,0
195,209,0
196,210,0
197,211,0
198,212,0
199,213,0
200,214,1
201,9,0
202,215,0
203,216,1
93,217,0
204,218,0
205,219,1
34,220,0
206,221,0
194,52,0
207,222,0
2,223,0
109,224,0
208,225,0
209,226,0
210,227,0
211,228,0
212,229,0
213,230,0
9,231,0
154,232,0
214,233,0
215,234,0
216,235,0
1,236,0
217,225,0
218,237,0
219,238,0
220,239,0
178,240,0
221,241,0
121,242,0
222,114,0
223,243,0
53,244,0
73,143,0
224,245,0
225,246,0
226,24,0
227,247,0
228,248,0
125,39,0
229,249,0
230,250,0
231,251,0
201,252,0
232,253,0
233,254,1
234,255,0
210,256,0
235,257,0
28,258,0
236,259,0
237,260,1
238,248,0
230,261,0
239,262,0
240,263,0
234,264,0
234,265,0
128,76,0
241,266,0
91,267,0
242,268,0
243,269,0
68,270,0
244,271,0
20,272,0
106,273,0
245,274,1
246,275,0
247,276,0
170,277,0
248,79,0
249,278,0
250,279,0
251,280,0
252,281,0
253,282,0
254,283,0
255,284,1
256,285,0
139,286,0
92,287,0
257,288,0
258,289,0
259,290,0
260,291,0
261,292,1
262,293,0
76,207,0
263,294,0
264,295,0
265,296,0
24,19,0
84,297,0
157,298,0
266,299,0
267,300,0
268,301,0
37,302,1
15,188,0
269,303,0
74,304,0
270,305,1
271,306,0
51,307,0
272,308,0
273,309,0
274,115,0
214,310,0
275,204,0
272,311,0
179,312,0
276,313,1
277,314,0
60,315,0
278,316,0
198,317,0
230,156,0
279,318,0
280,319,0
151,52,0
258,320,0
139,303,0
281,321,0
206,322,0
282,323,0
283,324,0
40,325,0
284,326,0
132,327,0
265,328,0
285,329,0
69,330,0
3,250,0
286,331,0
287,332,1
194,333,0
288,334,1
52,335,0
289,336,0
290,337,1
291,338,0
292,339,0
293,340,0
167,341,0
80,342,0
62,343,0
30,344,0
294,345,0
295,346,0
90,347,0
53,348,1
296,349,1
73,265,0
1,350,0
102,351,0
297,352,0
298,353,1
250,354,0
299,355,0
124,356,0
122,357,0
300,358,1
301,359,0
302,360,0
73,361,0
303,362,1
304,363,0
305,364,0
262,365,0
140,366,0
109,367,0
306,368,0
85,369,0
307,370,0
308,371,0
309,76,0
310,372,0
236,373,0
311,374,0
312,375,0
313,376,0
314,377,0
315,378,0
102,29,0
14,261,0
316,379,0
317,380,0
318,381,0
319,382,0
320,383,0
106,384,0
321,385,0
322,386,0
323,387,0
20,388,0
4,389,0
324,390,0
6,391,0
325,392,0
214,393,0
326,394,0
327,395,0
122,396,0
265,397,0
243,398,0
328,399,0
132,400,0
151,401,0
182,402,0
313,27,0
329,403,0
148,404,0
330,405,0
98,406,0
331,407,0
332,408,0
78,409,0
333,410,0
274,411,0
334,412,0
148,75,0
295,413,1
335,414,0
336,415,1
24,143,0
337,416,0
289,417,0
338,400,0
25,418,0
339,419,0
176,420,0
120,421,0
340,422,0
194,19,0
341,423,0
342,424,0
343,425,0
344,426,1
345,427,0
346,428,0
254,59,0
347,429,0
145,430,0
202,431,0
175,432,0
348,433,0
349,434,0
234,19,0
350,435,0
351,436,0
352,437,1
353,438,0
226,258,0
302,439,0
132,440,0
354,441,0
134,442,0
355,443,0
356,444,0
357,445,0
358,446,0
359,447,0
304,448,0
360,449,0
342,450,0
264,451,0
20,452,0
24,453,0
361,454,0
234,3,0
90,455,0
362,456,0
363,457,0
222,384,0
12,458,0
364,459,1
365,460,0
112,192,0
30,19,0
366,461,0
367,462,1
368,463,0
80,464,0
118,465,0
249,466,0
369,467,1
370,468,0
371,469,0
372,470,0
373,75,0
201,471,0
374,472,0
164,307,0
140,473,0
375,319,0
117,91,0
376,474,0
377,475,1
378,476,0
379,477,0
180,478,0
371,479,0
380,480,0
381,481,0
88,482,0
381,102,0
382,483,0
383,484,0
384,485,1
385,486,0
103,487,0
386,488,0
52,265,0
387,489,1
388,490,1
389,491,0
390,492,0
391,493,0
392,494,0
323,495,0
320,496,0
393,497,0
394,498,0
148,499,0
84,500,0
143,501,0
395,502,0
396,503,0
397,504,0
210,505,1
172,506,0
76,507,0
249,231,0
398,508,0
399,509,0
226,67,0
333,440,0
73,115,0
400,510,0
401,511,0
279,512,0
180,513,0
402,514,0
403,515,1
404,516,1
125,3,0
49,517,0
285,518,0
405,519,1
406,520,0
407,521,0
408,522,0
102,523,0
409,161,0
410,524,0
411,525,0
412,526,0
413,527,0
112,528,0
206,529,0
225,530,0
414,531,1
168,532,0
391,533,1
234,534,0
45,376,0
254,535,1
234,401,0
176,536,0
415,537,0
416,538,0
417,539,0
373,102,0
109,540,0
265,541,0
418,542,0
234,24,0
419,543,0
420,544,0
184,545,0
421,546,0
106,114,0
260,464,0
139,137,0
422,547,0
423,548,1
282,549,0
420,550,0
424,551,0
87,552,0
425,553,0
230,67,0
426,554,0
391,555,0
398,556,0
266,557,0
19,30,0
346,558,0
360,559,0
427,560,0
428,561,0
429,562,0
193,563,0
32,564,0
124,565,0
386,566,0
430,567,0
